"TOA5","QUANTOM_1000X_sn6221","CR1000X","6221","CR1000X.Std.05.01","CPU:2022may13_1000Xsn6221_QUANTOM_depl_rev03.CR1X","13762","Table15min"
"TIMESTAMP","RECORD","Batt_volt_Min","PTemp","OptodeSatOut","OptodeConOut","OptodeTempOut","BarometerPressOut","PAR_Den_Out_Avg","CdomRawVoltOut","CdomVoltOut","CdomCalcConOut","pCO2_out"
"TS","RN","","","%","uM","C","mbar","umol/s/m2","mV","mV","ppb",""
"","","Min","Smp","Smp","Smp","Smp","Smp","Avg","Smp","Smp","Smp","Smp"
"2022-05-13 11:45:00",0,12.52,6.535,92.7,423.4,0.007,"0959.96",632,2698,269.8,135.1,807
"2022-05-13 12:00:00",1,12.56,6.768,92.7,423.3,0.008,"0960.07",754.4,2693,269.3,134.8,820
"2022-05-13 12:15:00",2,12.67,6.826,92.8,423.4,0.012,"0960.19",1161,2692,269.2,134.8,822
"2022-05-13 12:30:00",3,12.73,6.687,92.8,423.4,0.014,"0960.31",1087,2684,268.4,134.4,815
"2022-05-13 12:45:00",4,12.74,6.561,92.7,423.2,0.016,"0960.41",1039,2678,267.8,134.1,819
"2022-05-13 13:00:00",5,12.74,6.471,92.7,423,0.017,"0960.57",984,2673,267.3,133.8,798.1
"2022-05-13 13:15:00",6,12.75,6.419,92.7,423,0.015,"0960.67",800,2660,266,133.2,789.3
"2022-05-13 13:30:00",7,12.75,6.398,92.7,423,0.013,"0960.80",789.7,2658,265.8,133.1,804
"2022-05-13 13:45:00",8,12.75,6.403,92.6,422.8,0.014,"0960.88",881,2652,265.2,132.7,809
"2022-05-13 14:00:00",9,12.75,6.426,92.6,422.8,0.013,"0960.99",958,2648,264.8,132.6,790.3
"2022-05-13 14:15:00",10,12.75,6.464,92.4,421.9,0.018,"0961.08",1046,2636,263.6,132,787.4
"2022-05-13 14:30:00",11,12.75,6.512,92.5,422.3,0.017,"0961.12",1045,2626,262.6,131.5,793.2
"2022-05-13 14:45:00",12,12.75,6.568,92.3,421.2,0.021,"0961.21",989,2620,262,131.1,804
"2022-05-13 15:00:00",13,12.75,6.631,92.5,422.2,0.02,"0961.32",1165,2623,262.3,131.3,794.2
"2022-05-13 15:15:00",14,12.75,6.698,92.7,423,0.018,"0961.45",781,2616,261.6,131,772.6
"2022-05-13 15:30:00",15,12.75,6.768,92.8,423.6,0.017,"0961.55",894,2573,257.3,128.8,791.2
"2022-05-13 15:45:00",16,12.75,6.842,92.8,423.6,0.016,"0961.57",1002,2599,259.9,130.1,775.5
"2022-05-13 16:00:00",17,12.75,6.918,92.9,424,0.014,"0961.64",892,2598,259.8,130,773.6
"2022-05-13 16:15:00",18,12.75,6.998,92.9,424.2,0.013,"0961.68",762.6,2590,259,129.6,785.4
"2022-05-13 16:30:00",19,12.75,7.083,92.9,424.3,0.01,"0961.79",640.3,2589,258.9,129.6,779.5
"2022-05-13 16:45:00",20,12.75,7.171,93,424.6,0.008,"0961.86",583.8,2584,258.4,129.3,782.5
"2022-05-13 17:00:00",21,12.75,7.261,93.1,425,0.007,"0962.01",759.9,2580,258,129.1,772.6
"2022-05-13 17:15:00",22,12.75,7.359,93.2,425.5,0.006,"0962.09",664,2576,257.6,128.9,776.6
"2022-05-13 17:30:00",23,12.75,7.466,93.3,425.8,0.005,"0962.20",651.2,2572,257.2,128.7,758.9
"2022-05-13 17:45:00",24,12.75,7.582,93.4,426.4,0.006,"0962.21",766.9,2561,256.1,128.2,768.8
"2022-05-13 18:00:00",25,12.75,7.717,93.4,426.6,0.001,"0962.25",561.6,2559,255.9,128.1,771.7
"2022-05-13 18:15:00",26,12.75,7.866,93.5,426.8,0.002,"0962.24",428.4,2554,255.4,127.8,770.7
"2022-05-13 18:30:00",27,12.75,8.03,93.6,427.2,0.002,"0962.29",457.6,2551,255.1,127.7,767.8
"2022-05-13 18:45:00",28,12.75,8.19,93.5,427.2,-0.002,"0962.26",441.8,2548,254.8,127.5,741.2
"2022-05-13 19:00:00",29,12.75,8.36,93.6,427.6,-0.003,"0962.38",410.9,2547,254.7,127.5,760
"2022-05-13 19:15:00",30,12.75,8.52,93.7,428.1,-0.006,"0962.46",273.7,2539,253.9,127,761
"2022-05-13 19:30:00",31,12.75,8.67,93.8,428.3,-0.008,"0962.47",206.8,2540,254,127.1,758
"2022-05-13 19:45:00",32,12.75,8.81,93.8,428.3,-0.01,"0962.45",205.6,2537,253.7,127,751.1
"2022-05-13 20:00:00",33,12.75,8.93,93.9,428.9,-0.01,"0962.51",254.6,2534,253.4,126.8,763
"2022-05-13 20:15:00",34,12.75,9.03,93.9,428.9,-0.011,"0962.49",208,2527,252.7,126.5,772.8
"2022-05-13 20:30:00",35,12.75,9.12,94,429.2,-0.012,"0962.49",178.5,2524,252.4,126.3,761
"2022-05-13 20:45:00",36,12.75,9.18,94,429.3,-0.012,"0962.51",147.5,2522,252.2,126.2,736.3
"2022-05-13 21:00:00",37,12.75,9.23,94,429.5,-0.014,"0962.63",113.8,2521,252.1,126.2,760
"2022-05-13 21:15:00",38,12.75,9.27,94,429.6,-0.015,"0962.73",85.7,2515,251.5,125.8,752.1
"2022-05-13 21:30:00",39,12.75,9.31,94.1,429.9,-0.014,"0962.75",61.43,2514,251.4,125.8,757
"2022-05-13 21:45:00",40,12.75,9.33,94.1,429.9,-0.017,"0962.71",43.72,2516,251.6,125.9,743.1
"2022-05-13 22:00:00",41,12.75,9.35,94.2,430.3,-0.017,"0962.78",33.02,2509,250.9,125.6,743.1
"2022-05-13 22:15:00",42,12.75,9.36,94.2,430.5,-0.019,"0962.90",24.83,2504,250.4,125.3,743.1
"2022-05-13 22:30:00",43,12.75,9.35,94.2,430.5,-0.017,"0963.02",18.93,2500,250,125.1,760.9
"2022-05-13 22:45:00",44,12.75,9.31,94.2,430.6,-0.019,"0963.16",14.38,2499,249.9,125,759.9
"2022-05-13 23:00:00",45,12.75,9.24,94.3,430.8,-0.02,"0963.26",11,2493,249.3,124.7,760.8
"2022-05-13 23:15:00",46,12.75,9.14,94.2,430.6,-0.021,"0963.14",8.53,2491,249.1,124.6,769.6
"2022-05-13 23:30:00",47,12.75,9.01,94.3,430.6,-0.019,"0963.19",6.855,2484,248.4,124.3,760.8
"2022-05-13 23:45:00",48,12.75,8.85,94.3,431,-0.021,"0963.20",5.631,2485,248.5,124.3,773.5
"2022-05-14 00:00:00",49,12.75,8.66,94.3,431,-0.02,"0963.15",4.941,2480,248,124.1,778.4
"2022-05-14 00:15:00",50,12.75,8.46,94.4,431.3,-0.02,"0963.14",4.33,2475,247.5,123.8,760.7
"2022-05-14 00:30:00",51,12.75,8.25,94.3,431,-0.021,"0963.08",4.577,2471,247.1,123.6,775.4
"2022-05-14 00:45:00",52,12.75,8.02,94.4,431.2,-0.02,"0963.14",4.894,2471,247.1,123.6,782.3
"2022-05-14 01:00:00",53,12.75,7.784,94.4,431.2,-0.018,"0963.18",5.24,2468,246.8,123.5,789.2
"2022-05-14 01:15:00",54,12.75,7.542,94.4,431.1,-0.02,"0963.30",5.851,2466,246.6,123.4,789.2
"2022-05-14 01:30:00",55,12.75,7.297,94.4,431.1,-0.019,"0963.35",6.754,2459,245.9,123,785.2
"2022-05-14 01:45:00",56,12.75,7.052,94.3,431,-0.017,"0963.39",8.38,2455,245.5,122.8,778.3
"2022-05-14 02:00:00",57,12.75,6.81,94.4,431.3,-0.018,"0963.42",10.88,2454,245.4,122.8,781.2
"2022-05-14 02:15:00",58,12.75,6.572,94.3,430.8,-0.018,"0963.41",15.02,2453,245.3,122.7,779.3
"2022-05-14 02:30:00",59,12.75,6.341,94.4,431.2,-0.019,"0963.40",20.01,2451,245.1,122.6,782.2
"2022-05-14 02:45:00",60,12.75,6.116,94.3,431,-0.018,"0963.39",27.22,2451,245.1,122.6,807
"2022-05-14 03:00:00",61,12.75,5.898,94.3,431,-0.019,"0963.36",37.66,2445,244.5,122.3,795.9
"2022-05-14 03:15:00",62,12.75,5.687,94.3,430.8,-0.019,"0963.27",44.57,2439,243.9,122,784.1
"2022-05-14 03:30:00",63,12.75,5.481,94.3,430.7,-0.017,"0963.37",75.1,2441,244.1,122.1,811
"2022-05-14 03:45:00",64,12.75,5.28,94.3,430.9,-0.016,"0963.38",83,2437,243.7,121.9,797
"2022-05-14 04:00:00",65,12.75,5.089,94.3,430.6,-0.017,"0963.40",79.49,2433,243.3,121.7,812
"2022-05-14 04:15:00",66,12.75,4.914,94.3,430.8,-0.014,"0963.36",109.8,2434,243.4,121.7,815
"2022-05-14 04:30:00",67,12.75,4.762,94.3,430.7,-0.013,"0963.50",117.7,2431,243.1,121.6,791
"2022-05-14 04:45:00",68,12.75,4.632,94.2,430.5,-0.013,"0963.50",129,2424,242.4,121.2,804
"2022-05-14 05:00:00",69,12.75,4.519,94.2,430.4,-0.011,"0963.46",159.9,2422,242.2,121.2,815
"2022-05-14 05:15:00",70,12.75,4.419,94.2,430.3,-0.01,"0963.48",265.7,2424,242.4,121.2,814
"2022-05-14 05:30:00",71,12.75,4.332,94.2,430.4,-0.01,"0963.49",237,2418,241.8,121,802
"2022-05-14 05:45:00",72,12.75,4.257,94.2,430.3,-0.01,"0963.45",244.5,2420,242,121,819
"2022-05-14 06:00:00",73,12.75,4.199,94.2,430.1,-0.009,"0963.40",351,2413,241.3,120.7,819
"2022-05-14 06:15:00",74,12.75,4.16,94.1,429.9,-0.006,"0963.42",437.6,2408,240.8,120.5,812
"2022-05-14 06:30:00",75,12.75,4.142,94.1,429.9,-0.006,"0963.42",502.6,2408,240.8,120.4,816
"2022-05-14 06:45:00",76,12.75,4.149,94.1,429.8,-0.002,"0963.49",554.7,2408,240.8,120.4,837
"2022-05-14 07:00:00",77,12.75,4.186,94.1,429.5,-0.001,"0963.58",609.4,2401,240.1,120.1,798.1
"2022-05-14 07:15:00",78,12.75,4.26,94,429.3,0.002,"0963.57",666,2393,239.3,119.7,812
"2022-05-14 07:30:00",79,12.75,4.372,94,429,0.004,"0963.67",723.5,2393,239.3,119.7,814
"2022-05-14 07:45:00",80,12.74,4.516,93.9,428.9,0.007,"0963.61",780.7,2389,238.9,119.5,798.1
"2022-05-14 08:00:00",81,12.74,4.685,93.9,428.6,0.008,"0963.60",836,2379,237.9,119,798.1
"2022-05-14 08:15:00",82,12.74,4.873,93.8,428.2,0.011,"0963.71",889,2380,238,119,814
"2022-05-14 08:30:00",83,12.74,5.071,93.8,427.9,0.016,"0963.74",942,2371,237.1,118.6,802
"2022-05-14 08:45:00",84,12.74,5.28,93.8,428,0.017,"0963.83",993,2361,236.1,118.1,803
"2022-05-14 09:00:00",85,12.74,5.496,93.7,427.6,0.022,"0963.82",1041,2359,235.9,118,809
"2022-05-14 09:15:00",86,12.74,5.72,93.7,427.5,0.024,"0963.81",1088,2353,235.3,117.6,813
"2022-05-14 09:30:00",87,12.74,5.953,93.6,427.1,0.03,"0963.76",1131,2346,234.6,117.3,784.3
"2022-05-14 09:45:00",88,12.74,6.198,93.6,427.1,0.033,"0963.83",1172,2337,233.7,116.9,790.3
"2022-05-14 10:00:00",89,12.74,6.456,93.6,426.8,0.036,"0963.94",1209,2336,233.6,116.8,796.2
"2022-05-14 10:15:00",90,12.56,6.891,93.5,426.5,0.041,"0963.99",1244,2329,232.9,116.4,773.6
"2022-05-14 10:30:00",91,12.54,7.511,93.4,426.1,0.043,"0964.04",1276,2323,232.3,116.2,773.6
"2022-05-14 10:45:00",92,12.5,8.11,93.4,425.8,0.046,"0964.07",1307,2318,231.8,115.9,767.8
"2022-05-14 11:00:00",93,12.6,8.68,93.3,425.6,0.05,"0964.12",1335,2313,231.3,115.7,768.8
"2022-05-14 11:15:00",94,12.5,9.21,93.3,425.2,0.055,"0964.12",1354,2302,230.2,115.1,756
"2022-05-14 11:30:00",95,12.61,9.72,93.2,424.9,0.056,"0964.08",1372,2294,229.4,114.7,772.8
"2022-05-14 11:45:00",96,12.5,10.22,93.1,424.6,0.061,"0964.24",1375,2293,229.3,114.6,765
"2022-05-14 12:00:00",97,12.54,10.7,93.1,424.1,0.064,"0964.24",1395,2281,228.1,114,764
"2022-05-14 12:15:00",98,12.65,11.02,93,423.7,0.067,"0964.30",1398,2287,228.7,114.3,768
"2022-05-14 12:30:00",99,12.71,11.13,92.9,423.3,0.07,"0964.32",1409,2274,227.4,113.7,769
"2022-05-14 12:45:00",100,12.72,11.29,92.8,423,0.072,"0964.31",1358,2278,227.8,113.9,753.2
"2022-05-14 13:00:00",101,12.73,11.48,92.8,422.9,0.072,"0964.35",1317,2276,227.6,113.8,740.4
"2022-05-14 13:15:00",102,12.73,11.72,92.7,422.5,0.073,"0964.38",1333,2273,227.3,113.6,751.3
"2022-05-14 13:30:00",103,12.74,11.97,92.6,422,0.078,"0964.42",1389,2272,227.2,113.6,743.4
"2022-05-14 13:45:00",104,12.74,12.25,92.6,421.6,0.081,"0964.48",1373,2264,226.4,113.2,759.3
"2022-05-14 14:00:00",105,12.74,12.53,92.5,421.4,0.085,"0964.51",1303,2267,226.7,113.3,742.5
"2022-05-14 14:15:00",106,12.74,12.81,92.4,420.8,0.082,"0964.50",1283,2260,226,113,739.6
"2022-05-14 14:30:00",107,12.74,13.1,92.5,421.2,0.081,"0964.48",1184,2256,225.6,112.8,745.5
"2022-05-14 14:45:00",108,12.74,13.38,92.4,421.2,0.078,"0964.48",1130,2242,224.2,112.1,731.7
"2022-05-14 15:00:00",109,12.74,13.64,92.4,421.1,0.08,"0964.55",1214,2254,225.4,112.7,737.6
"2022-05-14 15:15:00",110,12.74,13.9,92.6,421.7,0.081,"0964.57",1182,2256,225.6,112.7,731.7
"2022-05-14 15:30:00",111,12.74,14.14,92.7,422.2,0.085,"0964.62",1162,2262,226.2,113.1,725.9
"2022-05-14 15:45:00",112,12.74,14.37,92.8,422.8,0.087,"0964.72",1117,2271,227.1,113.5,723.9
"2022-05-14 16:00:00",113,12.74,14.58,92.8,422.9,0.087,"0964.74",1066,2270,227,113.5,723.9
"2022-05-14 16:15:00",114,12.74,14.78,92.9,423.3,0.086,"0964.69",1001,2266,226.6,113.3,740.7
"2022-05-14 16:30:00",115,12.74,14.98,93,423.7,0.089,"0964.79",945,2263,226.3,113.1,723
"2022-05-14 16:45:00",116,12.74,15.17,93.1,424.1,0.088,"0964.74",921,2274,227.4,113.7,709.2
"2022-05-14 17:00:00",117,12.74,15.36,93.2,424.3,0.091,"0964.80",874,2278,227.8,113.9,728
"2022-05-14 17:15:00",118,12.74,15.55,93.3,424.8,0.093,"0964.84",839,2271,227.1,113.5,710.2
"2022-05-14 17:30:00",119,12.74,15.73,93.3,425.1,0.094,"0964.79",742,2287,228.7,114.3,725
"2022-05-14 17:45:00",120,12.74,15.89,93.4,425.4,0.094,"0964.77",665.7,2271,227.1,113.5,704.4
"2022-05-14 18:00:00",121,12.74,16.05,93.5,425.8,0.093,"0964.80",646.9,2282,228.2,114.1,709.3
"2022-05-14 18:15:00",122,12.74,16.2,93.6,426.2,0.091,"0964.66",572.8,2294,229.4,114.7,723.1
"2022-05-14 18:30:00",123,12.74,16.33,93.6,426.4,0.091,"0964.62",493.2,2291,229.1,114.6,708.2
"2022-05-14 18:45:00",124,12.74,16.46,93.7,427,0.089,"0964.61",455.2,2304,230.4,115.2,707.3
"2022-05-14 19:00:00",125,12.74,16.59,93.8,427.2,0.086,"0964.57",395.7,2281,228.1,114,727
"2022-05-14 19:15:00",126,12.74,16.7,93.9,427.7,0.084,"0964.55",360.3,2316,231.6,115.8,693.6
"2022-05-14 19:30:00",127,12.74,16.79,93.9,427.9,0.078,"0964.64",312.6,2319,231.9,116,718.2
"2022-05-14 19:45:00",128,12.74,16.87,94,428.2,0.072,"0964.65",266.3,2316,231.6,115.8,703.5
"2022-05-14 20:00:00",129,12.74,16.94,94,428.6,0.067,"0964.69",227.5,2322,232.2,116.1,702.4
"2022-05-14 20:15:00",130,12.74,17,94.1,429,0.064,"0964.76",178.8,2325,232.5,116.3,703.4
"2022-05-14 20:30:00",131,12.74,17.04,94.2,429.4,0.059,"0964.81",102.8,2334,233.4,116.7,692.5
"2022-05-14 20:45:00",132,12.74,17.06,94.3,429.8,0.057,"0964.83",96.9,2341,234.1,117.1,701.4
"2022-05-14 21:00:00",133,12.74,17.05,94.3,429.8,0.055,"0964.88",85.2,2344,234.4,117.2,699.3
"2022-05-14 21:15:00",134,12.74,17.01,94.3,430.1,0.051,"0964.86",60.53,2354,235.4,117.7,700.3
"2022-05-14 21:30:00",135,12.74,16.93,94.4,430.4,0.05,"0964.85",45.26,2358,235.8,117.9,724
"2022-05-14 21:45:00",136,12.74,16.83,94.4,430.6,0.048,"0964.94",32.55,2356,235.6,117.8,703.2
"2022-05-14 22:00:00",137,12.74,16.7,94.4,430.6,0.046,"0964.97",26.58,2358,235.8,117.9,691.3
"2022-05-14 22:15:00",138,12.74,16.54,94.5,431,0.041,"0965.07",21.45,2357,235.7,117.8,695.3
"2022-05-14 22:30:00",139,12.74,16.35,94.6,431.3,0.037,"0965.06",17.08,2352,235.2,117.6,693.3
"2022-05-14 22:45:00",140,12.75,16.14,94.6,431.7,0.034,"0965.04",12.93,2359,235.9,118,697.2
"2022-05-14 23:00:00",141,12.74,15.9,94.6,431.8,0.03,"0964.99",9.82,2359,235.9,118,675.4
"2022-05-14 23:15:00",142,12.75,15.65,94.6,431.8,0.029,"0965.00",7.333,2355,235.5,117.8,702
"2022-05-14 23:30:00",143,12.74,15.38,94.7,432.1,0.03,"0964.94",5.596,2359,235.9,117.9,699
"2022-05-14 23:45:00",144,12.74,15.1,94.7,432.2,0.028,"0964.99",4.282,2356,235.6,117.8,691.1
"2022-05-15 00:00:00",145,12.75,14.8,94.7,432.3,0.026,"0964.96",3.682,2347,234.7,117.4,697
"2022-05-15 00:15:00",146,12.74,14.5,94.8,432.5,0.025,"0965.04",3.551,2365,236.5,118.3,692.1
"2022-05-15 00:30:00",147,12.75,14.2,94.8,432.6,0.025,"0965.27",3.408,2358,235.8,117.9,701
"2022-05-15 00:45:00",148,12.75,13.89,94.8,432.5,0.025,"0965.37",2.398,2359,235.9,118,715.7
"2022-05-15 01:00:00",149,12.74,13.59,94.8,432.6,0.024,"0965.24",1.641,2355,235.5,117.8,685.1
"2022-05-15 01:15:00",150,12.74,13.28,94.8,432.6,0.026,"0965.38",2.186,2357,235.7,117.8,697.9
"2022-05-15 01:30:00",151,12.75,12.98,94.8,432.8,0.025,"0965.28",3.392,2346,234.6,117.3,686
"2022-05-15 01:45:00",152,12.74,12.67,94.8,432.7,0.027,"0965.35",5.714,2357,235.7,117.9,690
"2022-05-15 02:00:00",153,12.75,12.37,94.8,432.7,0.027,"0965.35",7.959,2355,235.5,117.7,697.9
"2022-05-15 02:15:00",154,12.74,12.08,94.9,432.9,0.024,"0965.36",11.23,2346,234.6,117.3,683
"2022-05-15 02:30:00",155,12.75,11.81,94.9,432.9,0.025,"0965.29",16.43,2352,235.2,117.6,690.8
"2022-05-15 02:45:00",156,12.74,11.55,94.9,433,0.024,"0965.28",23.15,2349,234.9,117.5,692.9
"2022-05-15 03:00:00",157,12.74,11.29,94.9,432.9,0.024,"0965.18",34.17,2351,235.1,117.6,712.6
"2022-05-15 03:15:00",158,12.74,11.04,94.8,432.8,0.024,"0965.21",43.05,2342,234.2,117.1,689.9
"2022-05-15 03:30:00",159,12.74,10.8,94.9,433.1,0.024,"0965.25",52.59,2351,235.1,117.5,700.8
"2022-05-15 03:45:00",160,12.74,10.57,94.8,432.8,0.024,"0965.40",64.24,2347,234.7,117.4,707.6
"2022-05-15 04:00:00",161,12.74,10.35,94.9,433.1,0.023,"0965.34",83.1,2347,234.7,117.3,691.8
"2022-05-15 04:15:00",162,12.74,10.14,94.9,433.1,0.025,"0965.37",109.6,2345,234.5,117.2,700.7
"2022-05-15 04:30:00",163,12.74,9.94,94.9,433.2,0.026,"0965.36",151,2344,234.4,117.2,700.8
"2022-05-15 04:45:00",164,12.74,9.75,95,433.3,0.029,"0965.46",133.4,2344,234.4,117.2,693.8
"2022-05-15 05:00:00",165,12.74,9.58,94.9,432.9,0.032,"0965.41",170.6,2339,233.9,117,689.8
"2022-05-15 05:15:00",166,12.74,9.42,94.9,433,0.038,"0965.42",243.7,2339,233.9,117,683.9
"2022-05-15 05:30:00",167,12.74,9.28,94.9,432.7,0.045,"0965.50",335.7,2339,233.9,117,683.9
"2022-05-15 05:45:00",168,12.74,9.15,94.9,432.6,0.052,"0965.59",232.8,2339,233.9,116.9,681.9
"2022-05-15 06:00:00",169,12.74,9.05,94.9,432.7,0.055,"0965.71",149,2339,233.9,116.9,701.7
"2022-05-15 06:15:00",170,12.74,8.95,94.9,432.5,0.058,"0965.67",172.7,2330,233,116.5,701.7
"2022-05-15 06:30:00",171,12.74,8.88,94.9,432.7,0.058,"0965.77",169.9,2333,233.3,116.6,692.8
"2022-05-15 06:45:00",172,12.74,8.81,94.9,432.5,0.059,"0965.75",196.5,2327,232.7,116.4,680.9
"2022-05-15 07:00:00",173,12.74,8.74,94.9,432.6,0.064,"0965.77",237.1,2327,232.7,116.4,693.7
"2022-05-15 07:15:00",174,12.74,8.69,94.9,432.4,0.068,"0965.84",329.6,2326,232.6,116.3,668.1
"2022-05-15 07:30:00",175,12.74,8.64,94.8,432.1,0.076,"0965.98",500.6,2319,231.9,115.9,655.4
"2022-05-15 07:45:00",176,12.74,8.59,94.9,432.1,0.084,"0966.02",411.1,2325,232.5,116.3,679.9
"2022-05-15 08:00:00",177,12.74,8.56,94.8,431.9,0.091,"0965.91",356.6,2319,231.9,116,662.2
"2022-05-15 08:15:00",178,12.74,8.53,94.8,431.8,0.097,"0966.07",481.7,2316,231.6,115.8,656.4
"2022-05-15 08:30:00",179,12.74,8.53,94.8,431.6,0.102,"0966.39",542.2,2302,230.2,115.1,679
"2022-05-15 08:45:00",180,12.74,8.53,94.8,431.4,0.114,"0966.51",715,2301,230.1,115,672
"2022-05-15 09:00:00",181,12.74,8.55,94.8,431.4,0.128,"0966.51",816,2293,229.3,114.7,663.2
"2022-05-15 09:15:00",182,12.74,8.59,94.8,430.9,0.146,"0966.55",1007,2280,228,114,657.4
"2022-05-15 09:30:00",183,12.74,8.64,94.8,430.6,0.168,"0966.66",1080,2271,227.1,113.5,658.4
"2022-05-15 09:45:00",184,12.74,8.72,94.7,430.2,0.182,"0966.75",983,2277,227.7,113.8,659
"2022-05-15 10:00:00",185,12.74,8.82,94.6,429.8,0.197,"0966.87",1046,2283,228.3,114.1,676.1
"2022-05-15 10:15:00",186,12.56,9.1,94.6,429.5,0.208,"0966.96",958,2267,226.7,113.3,639.7
"2022-05-15 10:30:00",187,12.51,9.57,94.5,429,0.212,"0967.15",690.5,2265,226.5,113.2,659.5
"2022-05-15 10:45:00",188,12.5,10.02,94.5,428.8,0.216,"0967.25",792.3,2263,226.3,113.1,649.7
"2022-05-15 11:00:00",189,12.5,10.45,94.4,428.6,0.215,"0967.39",720.6,2257,225.7,112.8,657.6
"2022-05-15 11:15:00",190,12.53,10.86,94.4,428.3,0.218,"0967.52",677,2249,224.9,112.4,653.6
"2022-05-15 11:30:00",191,12.5,11.24,94.4,428.3,0.226,"0967.64",946,2250,225,112.5,651.7
"2022-05-15 11:45:00",192,12.53,11.6,94.4,428.4,0.234,"0967.64",938,2248,224.8,112.4,651.9
"2022-05-15 12:00:00",193,12.49,11.95,94.4,428.2,0.24,"0967.68",886,2245,224.5,112.2,644
"2022-05-15 12:15:00",194,12.66,12.12,94.3,427.5,0.257,"0967.63",1139,2247,224.7,112.3,656.7
"2022-05-15 12:30:00",195,12.71,12.12,94.3,427.5,0.264,"0967.73",1271,2242,224.2,112,658.7
"2022-05-15 12:45:00",196,12.72,12.15,94.3,427.4,0.269,"0967.80",782.8,2240,224,112,673.3
"2022-05-15 13:00:00",197,12.73,12.21,94.3,427.5,0.27,"0967.99",738.5,2236,223.6,111.7,655.7
"2022-05-15 13:15:00",198,12.73,12.31,94.3,427.5,0.26,"0968.09",622.5,2238,223.8,111.8,639
"2022-05-15 13:30:00",199,12.73,12.43,94.1,426.7,0.256,"0968.27",847,2238,223.8,111.9,649.8
"2022-05-15 13:45:00",200,12.73,12.57,94.3,427.5,0.257,"0968.43",885,2233,223.3,111.6,647.9
"2022-05-15 14:00:00",201,12.73,12.71,94.3,427.6,0.259,"0968.57",652.9,2243,224.3,112.1,644.9
"2022-05-15 14:15:00",202,12.73,12.84,94.4,427.8,0.254,"0968.63",633.2,2235,223.5,111.7,657.8
"2022-05-15 14:30:00",203,12.73,12.98,94.4,427.9,0.249,"0968.80",638.9,2229,222.9,111.4,657.8
"2022-05-15 14:45:00",204,12.73,13.1,94.4,427.8,0.248,"0968.89",612.1,2229,222.9,111.4,651.7
"2022-05-15 15:00:00",205,12.73,13.21,94.4,427.9,0.242,"0969.03",533.1,2237,223.7,111.8,647.6
"2022-05-15 15:15:00",206,12.73,13.31,94.4,428.3,0.237,"0969.17",515.7,2226,222.6,111.3,650.9
"2022-05-15 15:30:00",207,12.73,13.4,94.5,428.7,0.223,"0969.28",307.2,2209,220.9,110.4,646
"2022-05-15 15:45:00",208,12.73,13.47,94.5,428.9,0.214,"0969.52",328.5,2205,220.5,110.2,631
"2022-05-15 16:00:00",209,12.73,13.53,94.5,429.1,0.201,"0969.60",256.7,2216,221.6,110.8,641
"2022-05-15 16:15:00",210,12.73,13.57,94.6,429.8,0.185,"0969.72",305.9,2209,220.9,110.4,635
"2022-05-15 16:30:00",211,12.73,13.59,94.6,429.8,0.186,"0969.85",248.3,2199,219.9,109.9,647
"2022-05-15 16:45:00",212,12.73,13.59,94.6,429.8,0.188,"0969.97",294.9,2234,223.4,111.7,644.6
"2022-05-15 17:00:00",213,12.73,13.58,94.6,429.8,0.183,"0970.14",160.3,2238,223.8,111.9,640
"2022-05-15 17:15:00",214,12.73,13.54,94.6,429.8,0.18,"0970.16",164.1,2233,223.3,111.6,624.2
"2022-05-15 17:30:00",215,12.73,13.48,94.7,430.2,0.176,"0970.24",233.3,2230,223,111.5,651.8
"2022-05-15 17:45:00",216,12.73,13.38,94.7,430.2,0.173,"0970.29",236.5,2231,223.1,111.5,624
"2022-05-15 18:00:00",217,12.73,13.24,94.7,430.5,0.171,"0970.46",252.2,2237,223.7,111.8,641.8
"2022-05-15 18:15:00",218,12.73,13.07,94.8,430.7,0.166,"0970.60",116.8,2233,223.3,111.6,639.8
"2022-05-15 18:30:00",219,12.73,12.87,94.8,430.8,0.152,"0970.80",82.8,2238,223.8,111.9,626.9
"2022-05-15 18:45:00",220,12.73,12.64,94.8,431,0.14,"0970.98",55.18,2237,223.7,111.8,625.9
"2022-05-15 19:00:00",221,12.73,12.4,94.9,431.6,0.136,"0971.14",54.8,2243,224.3,112.1,624.9
"2022-05-15 19:15:00",222,12.73,12.13,94.9,431.9,0.132,"0971.24",82.1,2244,224.4,112.1,624.9
"2022-05-15 19:30:00",223,12.73,11.85,95,432.1,0.129,"0971.35",92.2,2244,224.4,112.1,628.8
"2022-05-15 19:45:00",224,12.73,11.55,95,432.4,0.126,"0971.50",91.2,2234,223.4,111.6,620
"2022-05-15 20:00:00",225,12.73,11.24,95,432.4,0.124,"0971.68",61.22,2241,224.1,112,627.8
"2022-05-15 20:15:00",226,12.73,10.93,95.1,432.6,0.121,"0971.89",39.85,2236,223.6,111.8,616.9
"2022-05-15 20:30:00",227,12.73,10.63,95.1,433.1,0.11,"0972.11",29.45,2237,223.7,111.8,618.9
"2022-05-15 20:45:00",228,12.73,10.33,95.2,433.3,0.111,"0972.30",23.63,2250,225,112.5,623.7
"2022-05-15 21:00:00",229,12.73,10.04,95.2,433.3,0.106,"0972.40",23.55,2251,225.1,112.5,612.9
